name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,open_hours_sunday,price_range,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,restaurant_id
Jempolan Coffee & Eatery,Coffee shop,-7.734152,110.399428,Sleman Regency,"Tiyosan, Condong Catur, Depok",Jl. Sidoasih No.3A,55281,Special Region of Yogyakarta,Yogyakarta,4.5,1334,Sen: 9.00 am–11.00 pm | Sel: 9.00 am–11.00 pm | Rab: 9.00 am–11.00 pm | Kam: 9.00 am–11.00 pm | Jum: 1.00–11.00 pm | Sab: 9.00 am–11.00 pm | Min: 9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,1.00–11.00 pm,9.00 am–11.00 pm,9.00 am–11.00 pm,Rp 25–50K,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Jempolan+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e7a59f110f9fdab:0x6cc2e4cea03c38e1!8m2!3d-7.7341524!4d110.399428!16s%2Fg%2F11r41m2jlb!19sChIJq_35EPFZei4R4Tg8oM7kwmw?authuser=0&hl=en&rclk=1,google_maps,0.79,0x2e7a59f110f9fdab_0x6cc2e4cea03c38e1
LUK Coffee & Book - Maguwoharjo,Cafe,-7.757595,110.41967,Sleman Regency,"Krodan, Maguwoharjo, Depok",,55281,Special Region of Yogyakarta,Yogyakarta,4.6,975,Setiap hari: 10.00 am–1.00 am,10.00 am–1.00 am,10.00 am–1.00 am,10.00 am–1.00 am,10.00 am–1.00 am,10.00 am–1.00 am,10.00 am–1.00 am,10.00 am–1.00 am,Rp 25–50K,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/LUK+Coffee+%26+Book+-+Maguwoharjo/data=!4m7!3m6!1s0x2e7a594a4cc7e05b:0x39802ea526fda1e3!8m2!3d-7.7575949!4d110.4196705!16s%2Fg%2F11trr28bsx!19sChIJW-DHTEpZei4R46H9JqUugDk?authuser=0&hl=en&rclk=1,google_maps,0.7911,0x2e7a594a4cc7e05b_0x39802ea526fda1e3
Ayem-Ayem Coffee,Coffee shop,-7.720594,110.346682,Sleman Regency,"Panglikan, Tridadi, Sleman",Jl. Jugang Pangukan No.13B,55286,Special Region of Yogyakarta,Yogyakarta,4.5,541,Setiap hari: 8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,Rp 25–50K,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Ayem-Ayem+Coffee/data=!4m7!3m6!1s0x2e7a59fd0b885e8b:0x7d007263b67bc9be!8m2!3d-7.7205936!4d110.3466817!16s%2Fg%2F11srxw1ff0!19sChIJi16IC_1Zei4Rvsl7tmNyAH0?authuser=0&hl=en&rclk=1,google_maps,0.7587,0x2e7a59fd0b885e8b_0x7d007263b67bc9be
Kemari Coffee & space jakal,Coffee shop,-7.75848,110.382805,Sleman Regency,"Manggung, Caturtunggal, Depok",Gg. Pandega Mandala No.3b,55281,Special Region of Yogyakarta,Yogyakarta,4.6,599,Setiap hari: 8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,8.00 am–12.00 am,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Kemari+Coffee+%26+space+jakal/data=!4m7!3m6!1s0x2e7a59b490472373:0xd4be000351d08286!8m2!3d-7.7584801!4d110.3828046!16s%2Fg%2F11kmqx4tnh!19sChIJcyNHkLRZei4RhoLQUQMAvtQ?authuser=0&hl=en&rclk=1,google_maps,0.7742,0x2e7a59b490472373_0xd4be000351d08286
Ivy Coffee,Coffee shop,-7.734638,110.399042,Sleman Regency,"Tiyosan, Condong Catur, Depok",Jl. Sidomukti,55281,Special Region of Yogyakarta,Yogyakarta,4.5,2271,Setiap hari: 9.00 am–1.00 am,9.00 am–1.00 am,9.00 am–1.00 am,9.00 am–1.00 am,9.00 am–1.00 am,9.00 am–1.00 am,9.00 am–1.00 am,9.00 am–1.00 am,Rp 25–50K,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Ivy+Coffee/data=!4m7!3m6!1s0x2e7a5915a87c0319:0xeff8aba02ba0e86d!8m2!3d-7.7346385!4d110.3990424!16s%2Fg%2F11g88h8m8f!19sChIJGQN8qBVZei4RbeigK6Cr-O8?authuser=0&hl=en&rclk=1,google_maps,0.8085,0x2e7a5915a87c0319_0xeff8aba02ba0e86d
Peacockoffie Palagan,Coffee shop,-7.743322,110.37407,Sleman Regency,"Panggung Sari, Sariharjo, Ngaglik",Jl. Palagan Tentara Pelajar No.61C,55581,Special Region of Yogyakarta,Yogyakarta,4.3,2021,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Peacockoffie+Palagan/data=!4m7!3m6!1s0x2e7a5837a3fb9a47:0xbf6f7dcbf6bddc9d!8m2!3d-7.7433221!4d110.3740697!16s%2Fg%2F1pzpgzdd5!19sChIJR5r7ozdYei4Rndy99st9b78?authuser=0&hl=en&rclk=1,google_maps,0.7804,0x2e7a5837a3fb9a47_0xbf6f7dcbf6bddc9d
Watu Langit Jogja Coffee & Cabin,Restaurant,-7.791144,110.518892,Sleman Regency,"Mlakon, Sambirejo, Prambanan",Jl. Raya Pajajaran,55572,Special Region of Yogyakarta,Yogyakarta,4.6,3437,,,,,,,,,,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Watu+Langit+Jogja+Coffee+%26+Cabin/data=!4m7!3m6!1s0x2e7a51a308b83b1d:0x2bd776147a2c312!8m2!3d-7.7911442!4d110.5188917!16s%2Fg%2F11f7r0cl8r!19sChIJHTu4CKNRei4REsOiR2F3vQI?authuser=0&hl=en&rclk=1,google_maps,0.8349,0x2e7a51a308b83b1d_0x2bd776147a2c312
Petik Merah Cafe & Roastery,Cafe,-7.778876,110.393743,Sleman Regency,"Demangan Baru, Caturtunggal, Depok",Jl. Cucak Rowo No.1,55281,Special Region of Yogyakarta,Yogyakarta,4.6,1593,Setiap hari: 9.00 am–2.00 am,9.00 am–2.00 am,9.00 am–2.00 am,9.00 am–2.00 am,9.00 am–2.00 am,9.00 am–2.00 am,9.00 am–2.00 am,9.00 am–2.00 am,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Petik+Merah+Cafe+%26+Roastery/data=!4m7!3m6!1s0x2e7a59cb20e3ae23:0xde005f5b69c865c8!8m2!3d-7.7788759!4d110.3937435!16s%2Fg%2F11h105c7vz!19sChIJI67jIMtZei4RyGXIaVtfAN4?authuser=0&hl=en&rclk=1,google_maps,0.8082,0x2e7a59cb20e3ae23_0xde005f5b69c865c8
Space Coffee Roastery,Coffee roastery,-7.766012,110.360672,Sleman Regency,"Rogoyudan, Sinduadi, Mlati",Gg. Loncang No.88,55284,Special Region of Yogyakarta,Yogyakarta,4.7,1353,Setiap hari: 6.00 am–12.00 am,6.00 am–12.00 am,6.00 am–12.00 am,6.00 am–12.00 am,6.00 am–12.00 am,6.00 am–12.00 am,6.00 am–12.00 am,6.00 am–12.00 am,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Space+Coffee+Roastery/data=!4m7!3m6!1s0x2e7a584335baa0b5:0x92012d15e3dd6d9f!8m2!3d-7.7660116!4d110.3606724!16s%2Fg%2F11c1yhbnjz!19sChIJtaC6NUNYei4Rn23d4xUtAZI?authuser=0&hl=en&rclk=1,google_maps,0.8145,0x2e7a584335baa0b5_0x92012d15e3dd6d9f
Mosu Coffee | Lempong,Coffee shop,-7.744631,110.37663,Sleman Regency,"Jongkang, Sariharjo, Ngaglik",,55581,Special Region of Yogyakarta,Yogyakarta,4.7,672,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 25–50K,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Mosu+Coffee+%7C+Lempong/data=!4m7!3m6!1s0x2e7a5900358c18c1:0xfc596ff1d195e67a!8m2!3d-7.7446307!4d110.3766304!16s%2Fg%2F11ldhbb0y7!19sChIJwRiMNQBZei4ReuaV0fFvWfw?authuser=0&hl=en&rclk=1,google_maps,0.7902,0x2e7a5900358c18c1_0xfc596ff1d195e67a
atiga cafe,Cafe,-7.754457,110.4033,Sleman Regency,"leles, Condong Catur, Depok",Jl. Delima,55281,Special Region of Yogyakarta,Yogyakarta,4.7,187,Sen: 5.00 pm–12.00 am | Sel: 5.00 pm–12.00 am | Rab: 5.00 pm–12.00 am | Kam: 5.00 pm–12.00 am | Jum: 5.00 pm–12.00 am | Sab: Closed | Min: 5.00 pm–12.00 am,5.00 pm–12.00 am,5.00 pm–12.00 am,5.00 pm–12.00 am,5.00 pm–12.00 am,5.00 pm–12.00 am,Closed,5.00 pm–12.00 am,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/atiga+cafe/data=!4m7!3m6!1s0x2e7a599f04af4c1d:0xbaf732dab34c973e!8m2!3d-7.7544573!4d110.4032999!16s%2Fg%2F11mjz24_bz!19sChIJHUyvBJ9Zei4RPpdMs9oy97o?authuser=0&hl=en&rclk=1,google_maps,0.7457,0x2e7a599f04af4c1d_0xbaf732dab34c973e
Ibaia Coffee,Coffee shop,-7.705127,110.378026,Sleman Regency,"Ponason, Donoharjo, Ngaglik","Banteran, Jl. Noto Sukardjo",55581,Special Region of Yogyakarta,Yogyakarta,4.5,1075,Sen: 3.00–11.00 pm | Sel: 3.00–11.00 pm | Rab: 3.00–11.00 pm | Kam: 3.00–11.00 pm | Jum: 12.00–11.00 pm | Sab: 12.00–11.00 pm | Min: 12.00–11.00 pm,3.00–11.00 pm,3.00–11.00 pm,3.00–11.00 pm,3.00–11.00 pm,12.00–11.00 pm,12.00–11.00 pm,12.00–11.00 pm,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Ibaia+Coffee/data=!4m7!3m6!1s0x2e7a5f62c2d4c8a3:0x2d8a7f451c3ad822!8m2!3d-7.7051273!4d110.3780264!16s%2Fg%2F11mvyqbzdq!19sChIJo8jUwmJfei4RItg6HEV_ii0?authuser=0&hl=en&rclk=1,google_maps,0.7825,0x2e7a5f62c2d4c8a3_0x2d8a7f451c3ad822
Awor Espresso Palagan,Coffee shop,-7.737121,110.376754,Sleman Regency,"Mudal, Sariharjo, Ngaglik",Jl. Palagan Tentara Pelajar P6 No.km 7,55581,Special Region of Yogyakarta,Yogyakarta,4.6,423,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Rp 25–50K,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,https://www.google.com/maps/place/Awor+Espresso+Palagan/data=!4m7!3m6!1s0x2e7a5990372239d3:0x5d8b181bfa1dc1eb!8m2!3d-7.7371215!4d110.3767542!16s%2Fg%2F11j9cgzjff!19sChIJ0zkiN5BZei4R68Ed-hsYi10?authuser=0&hl=en&rclk=1,google_maps,0.7621,0x2e7a5990372239d3_0x5d8b181bfa1dc1eb
Infinity Coffee Sleman City Hall,Cafe,-7.719971,110.361909,Sleman Regency,"Penggung, Tridadi, Sleman","City Hall, Lantai 2",55511,Special Region of Yogyakarta,Yogyakarta,4.9,127,Setiap hari: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,Rp 1–25.000,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Infinity+Coffee+Sleman+City+Hall/data=!4m7!3m6!1s0x2e7a5945cad0a841:0xdc21894cdbdf50b2!8m2!3d-7.719971!4d110.3619087!16s%2Fg%2F11kjg0ymjs!19sChIJQajQykVZei4RslDf20yJIdw?authuser=0&hl=en&rclk=1,google_maps,0.7563,0x2e7a5945cad0a841_0xdc21894cdbdf50b2
Cuena 2.0,Coffee shop,-7.750366,110.413,Sleman Regency,"Jetis, Wedomartani, Ngemplak",Perumahan Darussalam III No.C14,55584,Special Region of Yogyakarta,Yogyakarta,4.9,266,Sen: Closed | Sel: 10.00 am–9.30 pm | Rab: 10.00 am–9.30 pm | Kam: 10.00 am–9.30 pm | Jum: 10.00 am–9.30 pm | Sab: 7.00 am–9.30 pm | Min: 7.00 am–9.30 pm,Closed,10.00 am–9.30 pm,10.00 am–9.30 pm,10.00 am–9.30 pm,10.00 am–9.30 pm,7.00 am–9.30 pm,7.00 am–9.30 pm,Rp 25–50K,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Cuena+2.0/data=!4m7!3m6!1s0x2e7a59f5eeba6417:0xd28533d0749c859d!8m2!3d-7.7503658!4d110.4130005!16s%2Fg%2F11mvw2bg3n!19sChIJF2S67vVZei4RnYWcdNAzhdI?authuser=0&hl=en&rclk=1,google_maps,0.782,0x2e7a59f5eeba6417_0xd28533d0749c859d
DAILYFAVOR Coffee,Cafe,-7.733208,110.380943,Sleman Regency,"Wonorejo, Sariharjo, Ngaglik",Jl. Watugede No.69,55581,Special Region of Yogyakarta,Yogyakarta,4.6,152,Setiap hari: 8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,8.00 am–11.00 pm,Rp 25–50K,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/DAILYFAVOR+Coffee/data=!4m7!3m6!1s0x2e7a593389beb1f3:0x611060d42e7cd3ca!8m2!3d-7.7332084!4d110.3809429!16s%2Fg%2F11nxqqw8zq!19sChIJ87G-iTNZei4RytN8LtRgEGE?authuser=0&hl=en&rclk=1,google_maps,0.7265,0x2e7a593389beb1f3_0x611060d42e7cd3ca
TOTTY Coffee,Coffee shop,-7.728017,110.332464,Sleman Regency,"Gabahan, Sumberadi, Mlati",Jl. Purbaya,55288,Special Region of Yogyakarta,Yogyakarta,4.8,261,Setiap hari: 1.00–10.30 pm,1.00–10.30 pm,1.00–10.30 pm,1.00–10.30 pm,1.00–10.30 pm,1.00–10.30 pm,1.00–10.30 pm,1.00–10.30 pm,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,https://www.google.com/maps/place/TOTTY+Coffee/data=!4m7!3m6!1s0x2e7a59ed0b63fecb:0xd983c377a4774b50!8m2!3d-7.7280168!4d110.3324641!16s%2Fg%2F11gr5zjr7s!19sChIJy_5jC-1Zei4RUEt3pHfDg9k?authuser=0&hl=en&rclk=1,google_maps,0.7693,0x2e7a59ed0b63fecb_0xd983c377a4774b50
Gemati Cafe and Space Yogyakarta,Coffee shop,-7.734873,110.399033,Sleman Regency,"Tiyosan, Condong Catur, Depok",Jl. Sidomukti,55281,Special Region of Yogyakarta,Yogyakarta,4.5,699,Setiap hari: 11.00 am–3.00 am,11.00 am–3.00 am,11.00 am–3.00 am,11.00 am–3.00 am,11.00 am–3.00 am,11.00 am–3.00 am,11.00 am–3.00 am,11.00 am–3.00 am,Rp 25–50K,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Gemati+Cafe+and+Space+Yogyakarta/data=!4m7!3m6!1s0x2e7a599345b8cb15:0xa027cbb5ace0b207!8m2!3d-7.734873!4d110.3990334!16s%2Fg%2F11q_gdkq_s!19sChIJFcu4RZNZei4RB7LgrLXLJ6A?authuser=0&hl=en&rclk=1,google_maps,0.7676,0x2e7a599345b8cb15_0xa027cbb5ace0b207
Kala Countryside Jogja,Cafe,-7.725719,110.366019,Sleman Regency,"Gilingan, Sendangadi, Mlati",Jl. Baru Mulungan,55285,Special Region of Yogyakarta,Yogyakarta,4.6,639,Setiap hari: 8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,Rp 50–75K,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Kala+Countryside+Jogja/data=!4m7!3m6!1s0x2e7a5903e6d889b3:0x1c87e48481c915e5!8m2!3d-7.725719!4d110.3660186!16s%2Fg%2F11pxh5bn7v!19sChIJs4nY5gNZei4R5RXJgYTkhxw?authuser=0&hl=en&rclk=1,google_maps,0.7764,0x2e7a5903e6d889b3_0x1c87e48481c915e5
Waroeng Tedoeh,Restaurant,-7.843206,110.286621,Bantul Regency,"Sambikerep, Bangunjiwo, Kasihan",,55184,Special Region of Yogyakarta,Yogyakarta,4.6,2360,Sen: 10.00 am–7.00 pm | Sel: 10.00 am–7.00 pm | Rab: 10.00 am–7.00 pm | Kam: 10.00 am–7.00 pm | Jum: 10.00 am–7.00 pm | Sab: 10.00 am–8.00 pm | Min: 10.00 am–8.00 pm,10.00 am–7.00 pm,10.00 am–7.00 pm,10.00 am–7.00 pm,10.00 am–7.00 pm,10.00 am–7.00 pm,10.00 am–8.00 pm,10.00 am–8.00 pm,Rp 25–50K,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Waroeng+Tedoeh/data=!4m7!3m6!1s0x2e7af988d4c7010d:0xe77bc17c2a928a60!8m2!3d-7.8432061!4d110.2866207!16s%2Fg%2F11fnpm27m8!19sChIJDQHH1Ij5ei4RYIqSKnzBe-c?authuser=0&hl=en&rclk=1,google_maps,0.8218,0x2e7af988d4c7010d_0xe77bc17c2a928a60
Waroeng Pohon Omah Sawah,Indonesian restaurant,-7.847911,110.358985,Bantul Regency,"Glondong, Panggungharjo, Sewon","Jl. Parikesit No.6, RW.No.217",55188,Special Region of Yogyakarta,Yogyakarta,4.4,6389,Setiap hari: 10.00 am–10.30 pm,10.00 am–10.30 pm,10.00 am–10.30 pm,10.00 am–10.30 pm,10.00 am–10.30 pm,10.00 am–10.30 pm,10.00 am–10.30 pm,10.00 am–10.30 pm,Rp 25–50K,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Waroeng+Pohon+Omah+Sawah/data=!4m7!3m6!1s0x2e7a564620f4f36b:0xc3f0951c967cf049!8m2!3d-7.8479106!4d110.3589855!16s%2Fg%2F11g8njxn6q!19sChIJa_P0IEZWei4RSfB8lhyV8MM?authuser=0&hl=en&rclk=1,google_maps,0.8324,0x2e7a564620f4f36b_0xc3f0951c967cf049
Sego Godog Pak Pethel,Diner,-7.863816,110.34497,Bantul Regency,"Ngaglik, Pendowoharjo, Sewon",,55186,Special Region of Yogyakarta,Yogyakarta,4.4,1554,Setiap hari: 7.30 pm–1.00 am,7.30 pm–1.00 am,7.30 pm–1.00 am,7.30 pm–1.00 am,7.30 pm–1.00 am,7.30 pm–1.00 am,7.30 pm–1.00 am,7.30 pm–1.00 am,Rp 1–25.000,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/Sego+Godog+Pak+Pethel/data=!4m7!3m6!1s0x2e7a56173263c105:0x3210097c2be0a7f7!8m2!3d-7.8638159!4d110.3449703!16s%2Fg%2F11b7rxkbzf!19sChIJBcFjMhdWei4R96fgK3wJEDI?authuser=0&hl=en&rclk=1,google_maps,0.7833,0x2e7a56173263c105_0x3210097c2be0a7f7
Warung Enaak,Indonesian restaurant,-7.879828,110.336676,Bantul Regency,"Melikan, Bantul","Jl. Pramuka No.10, Klodran",55711,Special Region of Yogyakarta,Yogyakarta,4.3,1938,Setiap hari: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,Rp 25–50K,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Warung+Enaak/data=!4m7!3m6!1s0x2e7a55fe2cf5ea5d:0x492f8954ea767843!8m2!3d-7.8798281!4d110.3366757!16s%2Fg%2F11b6mnhjmj!19sChIJXer1LP5Vei4RQ3h26lSJL0k?authuser=0&hl=en&rclk=1,google_maps,0.779,0x2e7a55fe2cf5ea5d_0x492f8954ea767843
Ayam Goreng Jawa Mbah Cemplung,Chicken restaurant,-7.838983,110.334305,Bantul Regency,"Sembungan, Bangunjiwo, Kasihan",Jl. Sembungan No.05,55184,Special Region of Yogyakarta,Yogyakarta,4.5,5720,Sen: 8.00 am–5.00 pm | Sel: 8.00 am–5.00 pm | Rab: 8.00 am–8.00 pm | Kam: 8.00 am–8.00 pm | Jum: 8.00 am–8.00 pm | Sab: 8.00 am–8.00 pm | Min: 8.00 am–8.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,Rp 25–50K,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,https://www.google.com/maps/place/Ayam+Goreng+Jawa+Mbah+Cemplung/data=!4m7!3m6!1s0x2e7a5639a7b67eb3:0x545069e94113f4de!8m2!3d-7.8389834!4d110.3343045!16s%2Fg%2F1pzry7v1p!19sChIJs362pzlWei4R3vQTQelpUFQ?authuser=0&hl=en&rclk=1,google_maps,0.8406,0x2e7a5639a7b67eb3_0x545069e94113f4de
Bantul Cullinary House,Food court,-7.878418,110.351682,Bantul Regency,"Gabusan, Timbulharjo, Sewon","Pasar Seni Gabusan, Jl. Parangtritis",55185,Special Region of Yogyakarta,Yogyakarta,4.7,53,Sen: 10.00 am–4.00 am | Sel: 10.00 am–4.00 am | Rab: 10.00 am–4.00 am | Kam: 10.00 am–4.00 am | Jum: 10.00 am–4.00 am | Sab: 10.00 am–4.00 am | Min: 5.00 pm–4.00 am,10.00 am–4.00 am,10.00 am–4.00 am,10.00 am–4.00 am,10.00 am–4.00 am,10.00 am–4.00 am,10.00 am–4.00 am,5.00 pm–4.00 am,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,https://www.google.com/maps/place/Bantul+Cullinary+House/data=!4m7!3m6!1s0x2e7a560a62de36df:0x3879cb2a883b9fe9!8m2!3d-7.8784176!4d110.3516816!16s%2Fg%2F11b6ntsl1y!19sChIJ3zbeYgpWei4R6Z87iCrLeTg?authuser=0&hl=en&rclk=1,google_maps,0.7019,0x2e7a560a62de36df_0x3879cb2a883b9fe9
Sambel Welut Pak Sabar,Javanese restaurant,-7.851903,110.376047,Bantul Regency,"Glagah Kidul, Tamanan, Banguntapan","49XG+6CM, Unnamed Road",55191,Special Region of Yogyakarta,Yogyakarta,4.5,1333,Setiap hari: 10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,Rp 25–50K,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,https://www.google.com/maps/place/Sambel+Welut+Pak+Sabar/data=!4m7!3m6!1s0x2e7a57e95fc8bca9:0x99f58d62ce2a4855!8m2!3d-7.8519033!4d110.3760472!16s%2Fg%2F11h1z7f51q!19sChIJqbzIX-lXei4RVUgqzmKN9Zk?authuser=0&hl=en&rclk=1,google_maps,0.79,0x2e7a57e95fc8bca9_0x99f58d62ce2a4855
Rumah Makan & Restoran Parangtritis,Brunch restaurant,-7.876227,110.35176,Bantul Regency,"Balong, Timbulharjo, Sewon",Jl. Parangtritis,55186,Special Region of Yogyakarta,Yogyakarta,4.4,1604,Setiap hari: 9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,9.00 am–9.00 pm,Rp 25–50K,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,https://www.google.com/maps/place/Rumah+Makan+%26+Restoran+Parangtritis/data=!4m7!3m6!1s0x2e7a560b01b7ef5b:0x9dda052b146c89e!8m2!3d-7.8762271!4d110.3517605!16s%2Fg%2F11b6nlkhn9!19sChIJW--3AQtWei4RnshGsVKg3Qk?authuser=0&hl=en&rclk=1,google_maps,0.7844,0x2e7a560b01b7ef5b_0x9dda052b146c89e
Warung Tongseng Ayam Sudimoro,Central Javanese restaurant,-7.885788,110.330628,Bantul Regency,"Nyangkringan, Bantul",Jl. Jend. Sudirman No.59B,55711,Special Region of Yogyakarta,Yogyakarta,4.3,2182,Setiap hari: 7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,7.00 am–3.00 pm,Rp 1–25.000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,https://www.google.com/maps/place/Warung+Tongseng+Ayam+Sudimoro/data=!4m7!3m6!1s0x2e7aff5603a36a6d:0x9d6e6dee25d6d511!8m2!3d-7.8857876!4d110.330628!16s%2Fg%2F11g6qsyjvl!19sChIJbWqjA1b_ei4REdXWJe5tbp0?authuser=0&hl=en&rclk=1,google_maps,0.7831,0x2e7aff5603a36a6d_0x9d6e6dee25d6d511
Sawiji Roso,Indonesian restaurant,-7.887473,110.415016,Bantul Regency,"Kembangan, Segoroyoso, Pleret",Ds. Srumbung Rt.08,55791,Special Region of Yogyakarta,Yogyakarta,4.4,443,Sen: 2.00–10.00 pm | Sel: 10.00 am–10.00 pm | Rab: 10.00 am–10.00 pm | Kam: 10.00 am–10.00 pm | Jum: 10.00 am–10.00 pm | Sab: 8.00 am–11.00 pm | Min: 8.00 am–10.00 pm,2.00–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,10.00 am–10.00 pm,8.00 am–11.00 pm,8.00 am–10.00 pm,Rp 25–50K,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,https://www.google.com/maps/place/Sawiji+Roso/data=!4m7!3m6!1s0x2e7a55310fa6c2f1:0xacb2e2602797aad6!8m2!3d-7.887473!4d110.415016!16s%2Fg%2F11t4gwn9jz!19sChIJ8cKmDzFVei4R1qqXJ2Disqw?authuser=0&hl=en&rclk=1,google_maps,0.7397,0x2e7a55310fa6c2f1_0xacb2e2602797aad6
